time,open,high,low,close,vwap,volume,trades
2026-04-13 05:00:00+00:00,70902.2,70913.0,70688.2,70873.8,70815.4,21.48387781,1393
2026-04-13 06:00:00+00:00,70879.9,71099.9,70879.9,71050.1,71027.9,13.58921734,1217
2026-04-13 07:00:00+00:00,71050.1,71060.0,70701.8,70832.3,70790.9,32.64183518,1461
2026-04-13 08:00:00+00:00,70832.4,70854.8,70595.6,70683.1,70714.4,67.59630167,1692
2026-04-13 09:00:00+00:00,70683.2,70900.0,70683.2,70790.0,70785.8,12.46649171,1290
2026-04-13 10:00:00+00:00,70790.0,70845.7,70691.6,70737.7,70713.5,41.30711673,1355
2026-04-13 11:00:00+00:00,70737.7,71001.7,70737.7,70948.1,70888.2,19.93649992,1331
2026-04-13 12:00:00+00:00,70948.1,71216.6,70777.6,71105.4,70981.2,61.247766,2481
2026-04-13 13:00:00+00:00,71105.4,71710.3,70833.3,71658.1,71288.2,216.19550191,3918
2026-04-13 14:00:00+00:00,71658.1,72435.1,71438.6,72435.1,72022.0,293.05046408,4718
2026-04-13 15:00:00+00:00,72435.1,72492.7,71690.1,71897.0,71988.2,112.14113428,3644
2026-04-13 16:00:00+00:00,71894.8,72450.0,71729.5,72234.0,72153.7,118.42145621,4183
2026-04-13 17:00:00+00:00,72234.0,72626.0,72105.5,72183.6,72389.4,80.59060755,3112
2026-04-13 18:00:00+00:00,72183.6,72505.3,72095.7,72458.2,72309.0,48.90757184,2643
2026-04-13 19:00:00+00:00,72458.2,73499.0,72327.0,73351.8,73026.0,265.82900678,5946
2026-04-13 20:00:00+00:00,73366.2,73421.9,73044.4,73202.5,73233.9,67.12332415,3598
2026-04-13 21:00:00+00:00,73202.5,73384.4,73129.2,73229.4,73252.0,44.67485306,2256
2026-04-13 22:00:00+00:00,73229.5,74747.9,73205.9,74657.5,74167.0,352.4274458,7725
2026-04-13 23:00:00+00:00,74657.5,74966.2,74440.9,74441.7,74711.2,187.23235862,5288
2026-04-14 00:00:00+00:00,74441.2,74529.9,74121.2,74161.0,74300.7,80.75673755,3356
2026-04-14 01:00:00+00:00,74174.5,74459.8,74025.7,74421.3,74315.6,70.00194771,2395
2026-04-14 02:00:00+00:00,74421.3,74592.8,74322.8,74370.4,74475.9,30.51085019,2050
2026-04-14 03:00:00+00:00,74370.4,74530.5,74300.1,74463.8,74406.9,45.65226879,1767
2026-04-14 04:00:00+00:00,74463.8,74529.3,74378.1,74401.2,74459.7,18.26991772,1608
2026-04-14 05:00:00+00:00,74401.2,74439.6,74195.2,74214.8,74363.7,77.93717405,1893
2026-04-14 06:00:00+00:00,74214.8,74580.6,74214.7,74555.9,74445.7,40.75287051,1918
2026-04-14 07:00:00+00:00,74556.0,74950.0,74396.2,74563.0,74551.9,165.728425,3159
2026-04-14 08:00:00+00:00,74565.7,74924.7,74488.4,74782.5,74744.1,53.73547222,2492
2026-04-14 09:00:00+00:00,74782.6,74868.3,74477.5,74546.8,74691.1,29.15317678,2100
2026-04-14 10:00:00+00:00,74546.9,74643.1,74366.2,74395.4,74530.0,32.68134355,2466
2026-04-14 11:00:00+00:00,74395.5,74466.0,74342.6,74405.3,74400.5,46.66757249,2583
2026-04-14 12:00:00+00:00,74405.3,74497.9,74307.0,74465.3,74388.6,32.71084745,2002
2026-04-14 13:00:00+00:00,74465.4,75582.8,74461.3,75575.6,75110.1,501.20240891,5982
2026-04-14 14:00:00+00:00,75581.0,76088.3,75071.9,75071.9,75643.6,681.08448418,7512
2026-04-14 15:00:00+00:00,75071.9,75492.6,74615.9,75357.7,75070.6,391.63278065,8248
2026-04-14 16:00:00+00:00,75357.7,75715.6,74559.7,74657.1,75276.8,134.63644848,3708
2026-04-14 17:00:00+00:00,74683.4,74970.3,74289.1,74779.1,74662.6,106.56287227,3204
2026-04-14 18:00:00+00:00,74781.7,74848.3,73858.9,74127.2,74386.0,145.09341573,3783
2026-04-14 19:00:00+00:00,74127.2,74423.0,73947.1,74265.1,74187.9,71.15315959,2500
2026-04-14 20:00:00+00:00,74265.0,74467.5,74046.3,74110.0,74248.9,123.92415941,2337
2026-04-14 21:00:00+00:00,74110.0,74330.3,73994.8,74300.6,74144.5,130.9421517,1761
2026-04-14 22:00:00+00:00,74307.5,74399.9,73865.8,74061.0,74114.1,48.88029178,1618
2026-04-14 23:00:00+00:00,74056.1,74263.0,74028.1,74171.4,74174.6,45.09426388,1686
2026-04-15 00:00:00+00:00,74171.4,74706.6,74144.5,74612.2,74548.6,57.4634679,2923
2026-04-15 01:00:00+00:00,74590.5,74793.5,74544.5,74650.7,74665.5,42.69515302,2490
2026-04-15 02:00:00+00:00,74650.7,74729.1,74228.0,74350.1,74481.8,36.64612733,1966
2026-04-15 03:00:00+00:00,74350.1,74396.8,74208.9,74360.5,74292.4,10.77553427,1277
